 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
29,250,241.1,1231,1000,100,83,1670, 2022-08-03 17:11:07.308
30,250,241.2,1209,1000,100,82,1154, 2022-08-03 17:11:09.932
31,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:14.588
32,30,19.4,126,1000,100,38,650, 2022-08-03 17:11:16.082
33,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:19.208
34,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:20.916
35,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:24.390
36,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:26.132
37,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:27.828
38,30,19.4,126,1000,100,38,650, 2022-08-03 17:11:30.832
39,30,19.4,127,1000,100,38,650, 2022-08-03 17:11:32.288
1,250,241.1,1193,1000,100,82,1154, 2022-08-03 17:14:22.542
2,250,241.2,1220,1000,100,83,1670, 2022-08-03 17:14:25.866
3,250,241.1,1199,1000,100,82,1153, 2022-08-03 17:14:28.718
4,250,241.2,1223,1000,100,83,1670, 2022-08-03 17:14:31.942
5,250,241.1,1202,1000,100,82,1154, 2022-08-03 17:14:34.914
6,250,241.2,1226,1000,100,83,1670, 2022-08-03 17:14:38.164
7,250,241.1,1201,1000,100,82,1153, 2022-08-03 17:14:44.118
8,250,241.2,1226,1000,100,83,1670, 2022-08-03 17:14:47.366
9,250,241.1,1204,1000,100,82,1154, 2022-08-03 17:14:50.204
10,250,241.2,1228,1000,100,83,1670, 2022-08-03 17:14:53.438
11,250,241.1,1207,1000,100,82,1154, 2022-08-03 17:14:56.192
12,250,241.2,1230,1000,100,83,1670, 2022-08-03 17:14:59.494
13,30,19.4,127,1000,100,38,650, 2022-08-03 17:15:04.122
14,30,19.4,126,1000,100,35,650, 2022-08-03 17:15:05.798
15,30,19.4,127,1000,100,38,650, 2022-08-03 17:15:08.788
16,30,19.4,127,1000,100,38,650, 2022-08-03 17:15:12.146
17,30,19.4,126,1000,100,38,650, 2022-08-03 17:15:13.856
18,30,19.4,126,1000,100,38,650, 2022-08-03 17:15:15.646
19,250,241.1,1221,1000,100,83,1670, 2022-08-03 17:15:36.520
20,250,241.2,1203,1000,100,82,1154, 2022-08-03 17:15:39.158
21,250,241.1,1226,1000,100,83,1670, 2022-08-03 17:15:42.672
22,250,241.2,1204,1000,100,82,1154, 2022-08-03 17:15:45.352
23,250,241.1,1228,1000,100,83,1670, 2022-08-03 17:15:48.854
24,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:15:51.546
25,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:15:58.333
26,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:16:00.969
27,250,241.1,1230,1000,100,83,1670, 2022-08-03 17:16:04.431
28,250,241.2,1208,1000,100,82,1154, 2022-08-03 17:16:07.037
29,250,241.1,1231,1000,100,83,1670, 2022-08-03 17:16:10.497
30,250,241.2,1209,1000,100,82,1154, 2022-08-03 17:16:13.259
31,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:17.785
32,30,19.4,126,1000,100,38,650, 2022-08-03 17:16:19.299
33,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:22.379
34,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:24.121
35,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:27.599
36,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:29.293
37,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:31.031
38,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:34.031
39,30,19.4,127,1000,100,38,650, 2022-08-03 17:16:35.485
1,250,241.1,1192,1000,100,82,1154, 2022-08-03 17:26:55.044
2,250,241.2,1218,1000,100,83,1670, 2022-08-03 17:26:58.334
3,250,241.1,1199,1000,100,82,1153, 2022-08-03 17:27:01.218
4,250,241.2,1222,1000,100,83,1670, 2022-08-03 17:27:04.446
5,250,241.1,1202,1000,100,82,1154, 2022-08-03 17:27:07.302
6,250,241.2,1226,1000,100,83,1670, 2022-08-03 17:27:10.578
7,250,241.1,1201,1000,100,82,1153, 2022-08-03 17:27:16.662
8,250,241.2,1226,1000,100,83,1670, 2022-08-03 17:27:19.976
9,250,241.1,1204,1000,100,82,1154, 2022-08-03 17:27:22.768
10,250,241.2,1228,1000,100,83,1670, 2022-08-03 17:27:26.016
11,250,241.1,1206,1000,100,82,1154, 2022-08-03 17:27:28.786
12,250,241.2,1230,1000,100,83,1670, 2022-08-03 17:27:32.164
13,30,19.4,127,1000,100,38,650, 2022-08-03 17:27:37.028
14,30,19.4,126,1000,100,35,650, 2022-08-03 17:27:38.702
15,30,19.4,127,1000,100,38,650, 2022-08-03 17:27:41.612
16,30,19.4,126,1000,100,38,650, 2022-08-03 17:27:45.048
17,30,19.4,126,1000,100,38,650, 2022-08-03 17:27:46.826
18,30,19.4,126,1000,100,38,650, 2022-08-03 17:27:48.544
19,250,241.1,1221,1000,100,83,1670, 2022-08-03 17:28:09.724
20,250,241.2,1202,1000,100,82,1154, 2022-08-03 17:28:12.286
21,250,241.1,1226,1000,100,83,1670, 2022-08-03 17:28:15.740
22,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:28:18.402
23,250,241.1,1228,1000,100,83,1670, 2022-08-03 17:28:21.876
24,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:28:24.554
25,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:28:31.222
26,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:28:33.824
27,250,241.1,1230,1000,100,83,1670, 2022-08-03 17:28:37.366
28,250,241.2,1208,1000,100,82,1154, 2022-08-03 17:28:40.108
29,250,241.1,1231,1000,100,83,1670, 2022-08-03 17:28:43.624
30,250,241.2,1208,1000,100,82,1154, 2022-08-03 17:28:46.318
31,30,19.4,197,1000,100,38,650, 2022-08-03 17:28:50.942
32,30,19.4,196,1000,100,38,650, 2022-08-03 17:28:52.508
33,30,19.4,127,1000,100,38,650, 2022-08-03 17:28:55.564
34,30,19.4,126,1000,100,38,650, 2022-08-03 17:28:57.346
35,30,19.4,127,1000,100,38,650, 2022-08-03 17:29:00.890
36,30,19.4,127,1000,100,38,650, 2022-08-03 17:29:02.596
37,30,19.4,127,1000,100,38,650, 2022-08-03 17:29:04.310
38,30,19.4,127,1000,100,38,650, 2022-08-03 17:29:07.312
39,30,19.4,127,1000,100,38,650, 2022-08-03 17:29:08.820
1,250,241.1,126,1000,100,82,1154, 2022-08-03 17:31:11.341
2,250,241.2,126,1000,100,83,1670, 2022-08-03 17:31:14.599
3,250,241.1,1201,1000,100,82,1153, 2022-08-03 17:31:17.397
4,250,241.2,1225,1000,100,83,1670, 2022-08-03 17:31:20.603
5,250,241.1,1203,1000,100,82,1154, 2022-08-03 17:31:23.383
6,250,241.2,1227,1000,100,83,1670, 2022-08-03 17:31:26.625
7,250,241.1,1202,1000,100,82,1153, 2022-08-03 17:31:32.611
8,250,241.2,1227,1000,100,83,1670, 2022-08-03 17:31:35.841
9,250,241.1,1206,1000,100,82,1154, 2022-08-03 17:31:38.705
10,250,241.2,1230,1000,100,83,1670, 2022-08-03 17:31:41.971
11,250,241.1,1207,1000,100,82,1154, 2022-08-03 17:31:44.769
12,250,241.2,1231,1000,100,83,1670, 2022-08-03 17:31:48.121
13,30,19.4,127,1000,100,38,650, 2022-08-03 17:31:52.917
14,30,19.4,127,1000,100,35,650, 2022-08-03 17:31:54.575
15,30,19.4,127,1000,100,38,650, 2022-08-03 17:31:57.533
16,30,19.4,127,1000,100,38,650, 2022-08-03 17:32:00.871
17,30,19.4,127,1000,100,38,650, 2022-08-03 17:32:02.567
18,30,19.4,127,1000,100,38,650, 2022-08-03 17:32:04.301
19,250,241.1,1221,1000,100,83,1670, 2022-08-03 17:32:25.211
20,250,241.2,1203,1000,100,82,1154, 2022-08-03 17:32:27.781
21,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:32:31.245
22,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:32:33.891
23,250,241.1,1230,1000,100,83,1670, 2022-08-03 17:32:37.345
24,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:32:40.167
25,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:32:46.909
26,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:32:49.647
27,250,241.1,1231,1000,100,83,1670, 2022-08-03 17:32:53.127
28,250,241.2,1208,1000,100,82,1154, 2022-08-03 17:32:55.711
29,250,241.1,1232,1000,100,83,1670, 2022-08-03 17:32:59.181
30,250,241.2,1209,1000,100,82,1154, 2022-08-03 17:33:01.787
31,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:06.677
32,30,19.4,126,1000,100,38,650, 2022-08-03 17:33:08.189
33,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:11.255
34,30,19.4,126,1000,100,38,650, 2022-08-03 17:33:13.009
35,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:16.487
36,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:18.175
37,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:19.885
38,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:22.871
39,30,19.4,127,1000,100,38,650, 2022-08-03 17:33:24.391
1,250,241.1,1192,1000,100,82,1154, 2022-08-03 17:40:33.022
2,250,241.2,1218,1000,100,83,1670, 2022-08-03 17:40:36.250
3,250,241.1,1199,1000,100,82,1153, 2022-08-03 17:40:39.080
4,250,241.2,1223,1000,100,83,1670, 2022-08-03 17:40:42.372
5,250,241.1,1202,1000,100,82,1154, 2022-08-03 17:40:45.206
6,250,241.2,1226,1000,100,83,1670, 2022-08-03 17:40:48.396
7,250,241.1,1201,1000,100,82,1153, 2022-08-03 17:40:54.438
8,250,241.2,1226,1000,100,83,1670, 2022-08-03 17:40:57.720
9,250,241.1,1204,1000,100,82,1154, 2022-08-03 17:41:00.578
10,250,241.2,1228,1000,100,83,1670, 2022-08-03 17:41:03.924
11,250,241.1,1206,1000,100,82,1154, 2022-08-03 17:41:06.812
12,250,241.2,1230,1000,100,83,1670, 2022-08-03 17:41:10.034
13,30,19.4,197,1000,100,38,650, 2022-08-03 17:41:14.932
14,30,19.4,196,1000,100,35,650, 2022-08-03 17:41:16.704
15,30,19.4,197,1000,100,38,650, 2022-08-03 17:41:19.648
16,30,19.4,196,1000,100,38,650, 2022-08-03 17:41:23.024
17,30,19.4,196,1000,100,38,650, 2022-08-03 17:41:24.804
18,30,19.4,196,1000,100,38,650, 2022-08-03 17:41:26.496
19,250,241.1,1221,1000,100,83,1670, 2022-08-03 17:41:47.510
20,250,241.2,1202,1000,100,82,1154, 2022-08-03 17:41:50.116
21,250,241.1,1226,1000,100,83,1670, 2022-08-03 17:41:53.590
22,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:41:56.206
23,250,241.1,1230,1000,100,83,1670, 2022-08-03 17:41:59.626
24,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:42:02.182
25,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:42:08.900
26,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:42:11.544
27,250,241.1,1230,1000,100,83,1670, 2022-08-03 17:42:15.046
28,250,241.2,1208,1000,100,82,1154, 2022-08-03 17:42:17.694
29,250,241.1,1231,1000,100,83,1670, 2022-08-03 17:42:21.194
30,250,241.2,1209,1000,100,82,1154, 2022-08-03 17:42:23.886
31,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:28.738
32,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:30.288
33,30,19.4,126,1000,100,38,650, 2022-08-03 17:42:33.372
34,30,19.4,126,1000,100,38,650, 2022-08-03 17:42:35.128
35,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:38.636
36,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:40.364
37,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:42.102
38,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:45.088
39,30,19.4,127,1000,100,38,650, 2022-08-03 17:42:46.582
1,250,241.1,1193,1000,100,82,1154, 2022-08-03 17:44:48.443
2,250,241.2,1220,1000,100,83,1670, 2022-08-03 17:44:51.715
3,250,241.1,1201,1000,100,82,1153, 2022-08-03 17:44:54.581
4,250,241.2,1225,1000,100,83,1670, 2022-08-03 17:44:57.775
5,250,241.1,1203,1000,100,82,1154, 2022-08-03 17:45:00.571
6,250,241.2,1227,1000,100,83,1670, 2022-08-03 17:45:03.841
7,250,241.1,1202,1000,100,82,1153, 2022-08-03 17:45:09.851
8,250,241.2,1227,1000,100,83,1670, 2022-08-03 17:45:13.221
9,250,241.1,1204,1000,100,82,1154, 2022-08-03 17:45:16.077
10,250,241.2,1230,1000,100,83,1670, 2022-08-03 17:45:19.349
11,250,241.1,1207,1000,100,82,1154, 2022-08-03 17:45:22.181
12,250,241.2,1231,1000,100,83,1670, 2022-08-03 17:45:25.413
13,30,19.4,127,1000,100,38,650, 2022-08-03 17:45:30.275
14,30,19.4,127,1000,100,35,650, 2022-08-03 17:45:32.015
15,30,19.4,127,1000,100,38,650, 2022-08-03 17:45:35.025
16,30,19.4,127,1000,100,38,650, 2022-08-03 17:45:38.413
17,30,19.4,127,1000,100,38,650, 2022-08-03 17:45:40.123
18,30,19.4,127,1000,100,38,650, 2022-08-03 17:45:41.879
19,250,241.1,1221,1000,100,83,1670, 2022-08-03 17:46:03.431
20,250,241.2,1202,1000,100,82,1154, 2022-08-03 17:46:06.069
21,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:46:09.529
22,250,241.2,1206,1000,100,82,1154, 2022-08-03 17:46:12.185
23,250,241.1,1230,1000,100,83,1670, 2022-08-03 17:46:15.643
24,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:46:18.267
25,250,241.1,1227,1000,100,83,1670, 2022-08-03 17:46:24.947
26,250,241.2,1207,1000,100,82,1154, 2022-08-03 17:46:27.607
27,250,241.1,1231,1000,100,83,1670, 2022-08-03 17:46:31.177
28,250,241.2,1208,1000,100,82,1154, 2022-08-03 17:46:33.791
29,250,241.1,1232,1000,100,83,1670, 2022-08-03 17:46:37.293
30,250,241.2,1209,1000,100,82,1154, 2022-08-03 17:46:39.891
31,30,19.4,127,1000,100,38,650, 2022-08-03 17:46:44.541
32,30,19.4,127,1000,100,38,650, 2022-08-03 17:46:46.079
33,30,19.4,126,1000,100,38,650, 2022-08-03 17:46:49.147
34,30,19.4,127,1000,100,38,650, 2022-08-03 17:46:50.925
35,30,19.4,127,1000,100,38,650, 2022-08-03 17:46:54.451
36,30,19.4,127,1000,100,38,650, 2022-08-03 17:46:56.147
37,30,19.4,127,1000,100,38,650, 2022-08-03 17:46:57.901
38,30,19.4,126,1000,100,38,650, 2022-08-03 17:47:00.881
39,30,19.4,127,1000,100,38,650, 2022-08-03 17:47:02.353
