 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
28,250,241.2,1679,1000,100,82,1154, 2022-02-10 15:30:45.784
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 15:30:49.220
30,250,241.2,1680,1000,100,82,1154, 2022-02-10 15:30:51.872
31,30,19.4,683,1000,100,38,650, 2022-02-10 15:30:56.234
32,30,19.4,682,1000,100,38,650, 2022-02-10 15:30:57.732
33,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:00.830
34,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:02.602
35,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:06.028
36,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:07.730
37,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:09.514
38,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:12.564
39,30,19.4,682,1000,100,38,650, 2022-02-10 15:31:14.048
1,250,241.1,1661,1000,100,82,1154, 2022-02-10 15:59:45.967
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 15:59:49.225
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 15:59:52.069
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 15:59:55.291
5,250,241.1,1671,1000,100,82,1154, 2022-02-10 15:59:58.159
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 16:00:01.377
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 16:00:07.187
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 16:00:10.471
9,250,241.1,1674,1000,100,82,1154, 2022-02-10 16:00:13.207
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 16:00:16.505
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 16:00:19.339
12,250,241.2,1699,1000,100,83,1670, 2022-02-10 16:00:22.605
13,30,19.4,682,1000,100,38,650, 2022-02-10 16:00:27.145
14,30,19.4,682,1000,100,38,650, 2022-02-10 16:00:28.877
15,30,19.4,682,1000,100,38,650, 2022-02-10 16:00:31.775
16,30,19.4,682,1000,100,38,650, 2022-02-10 16:00:35.101
17,30,19.4,682,1000,100,38,650, 2022-02-10 16:00:36.859
18,30,19.4,682,1000,100,38,650, 2022-02-10 16:00:38.573
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 16:00:59.273
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 16:01:01.847
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 16:01:05.277
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 16:01:07.883
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 16:01:11.273
24,250,241.2,1678,1000,100,82,1154, 2022-02-10 16:01:13.979
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 16:01:20.375
26,250,241.2,1678,1000,100,82,1154, 2022-02-10 16:01:23.091
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 16:01:26.579
28,250,241.2,1679,1000,100,82,1154, 2022-02-10 16:01:29.179
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 16:01:32.641
30,250,241.2,1680,1000,100,82,1154, 2022-02-10 16:01:35.341
31,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:39.707
32,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:41.343
33,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:44.421
34,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:46.201
35,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:49.721
36,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:51.429
37,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:53.145
38,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:56.143
39,30,19.4,682,1000,100,38,650, 2022-02-10 16:01:57.633
1,250,241.1,1667,1000,100,82,1154, 2022-02-10 16:02:43.913
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 16:02:47.225
3,250,241.1,1674,1000,100,82,1153, 2022-02-10 16:02:50.019
4,250,241.2,1697,1000,100,83,1670, 2022-02-10 16:02:53.319
5,250,241.1,1677,1000,100,82,1154, 2022-02-10 16:02:56.133
6,250,241.2,1699,1000,100,83,1670, 2022-02-10 16:02:59.417
7,250,241.1,1674,1000,100,82,1153, 2022-02-10 16:03:05.299
8,250,241.2,1699,1000,100,83,1670, 2022-02-10 16:03:08.551
9,250,241.1,1678,1000,100,82,1154, 2022-02-10 16:03:11.323
10,250,241.2,1702,1000,100,83,1670, 2022-02-10 16:03:14.569
11,250,241.1,1679,1000,100,82,1154, 2022-02-10 16:03:17.375
12,250,241.2,1703,1000,100,83,1670, 2022-02-10 16:03:20.567
13,30,19.4,683,1000,100,38,650, 2022-02-10 16:03:25.021
14,30,19.4,682,1000,100,38,650, 2022-02-10 16:03:26.797
15,30,19.4,683,1000,100,38,650, 2022-02-10 16:03:29.807
16,30,19.4,683,1000,100,38,650, 2022-02-10 16:03:33.207
17,30,19.4,682,1000,100,38,650, 2022-02-10 16:03:34.967
18,30,19.4,682,1000,100,38,650, 2022-02-10 16:03:36.671
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 16:03:57.181
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 16:03:59.763
21,250,241.1,1698,1000,100,83,1670, 2022-02-10 16:04:03.225
22,250,241.2,1678,1000,100,82,1154, 2022-02-10 16:04:05.859
23,250,241.1,1700,1000,100,83,1670, 2022-02-10 16:04:09.283
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 16:04:11.965
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 16:04:18.339
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 16:04:21.077
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 16:04:24.489
28,250,241.2,1680,1000,100,82,1154, 2022-02-10 16:04:27.083
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 16:04:30.635
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 16:04:33.295
31,30,19.4,683,1000,100,38,650, 2022-02-10 16:04:37.743
32,30,19.4,682,1000,100,38,650, 2022-02-10 16:04:39.227
33,30,19.4,683,1000,100,38,650, 2022-02-10 16:04:42.341
34,30,19.4,682,1000,100,38,650, 2022-02-10 16:04:44.089
35,30,19.4,683,1000,100,38,650, 2022-02-10 16:04:47.649
36,30,19.4,682,1000,100,38,650, 2022-02-10 16:04:49.365
37,30,19.4,682,1000,100,38,650, 2022-02-10 16:04:51.049
38,30,19.4,683,1000,100,38,650, 2022-02-10 16:04:54.041
39,30,19.4,682,1000,100,38,650, 2022-02-10 16:04:55.537
1,250,241.1,1661,1000,100,82,1154, 2022-02-10 16:31:03.907
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 16:31:07.177
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 16:31:10.011
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 16:31:13.377
5,250,241.1,1671,1000,100,82,1154, 2022-02-10 16:31:16.249
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 16:31:19.495
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 16:31:25.377
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 16:31:28.575
9,250,241.1,1674,1000,100,82,1154, 2022-02-10 16:31:31.381
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 16:31:34.775
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 16:31:37.519
12,250,241.2,1699,1000,100,83,1670, 2022-02-10 16:31:40.821
13,30,19.4,682,1000,100,38,650, 2022-02-10 16:31:45.225
14,30,19.4,682,1000,100,38,650, 2022-02-10 16:31:46.961
15,30,19.4,682,1000,100,38,650, 2022-02-10 16:31:49.889
16,30,19.4,682,1000,100,38,650, 2022-02-10 16:31:53.285
17,30,19.4,682,1000,100,38,650, 2022-02-10 16:31:55.033
18,30,19.4,682,1000,100,38,650, 2022-02-10 16:31:56.741
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 16:32:17.167
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 16:32:19.789
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 16:32:23.293
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 16:32:25.945
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 16:32:29.399
24,250,241.2,1678,1000,100,82,1154, 2022-02-10 16:32:32.051
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 16:32:38.487
26,250,241.2,1677,1000,100,82,1154, 2022-02-10 16:32:41.203
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 16:32:44.663
28,250,241.2,1679,1000,100,82,1154, 2022-02-10 16:32:47.255
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 16:32:50.705
30,250,241.2,1680,1000,100,82,1154, 2022-02-10 16:32:53.351
31,30,19.4,682,1000,100,38,650, 2022-02-10 16:32:57.585
32,30,19.4,682,1000,100,38,650, 2022-02-10 16:32:59.137
33,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:02.205
34,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:03.981
35,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:07.509
36,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:09.219
37,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:10.951
38,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:13.963
39,30,19.4,682,1000,100,38,650, 2022-02-10 16:33:15.439
1,250,241.1,1661,1000,100,82,1154, 2022-02-10 16:47:04.199
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 16:47:07.507
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 16:47:10.331
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 16:47:13.647
5,250,241.1,1671,1000,100,82,1154, 2022-02-10 16:47:16.401
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 16:47:19.671
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 16:47:25.347
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 16:47:28.605
9,250,241.1,1675,1000,100,82,1154, 2022-02-10 16:47:31.433
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 16:47:34.647
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 16:47:37.401
12,250,241.2,1699,1000,100,83,1670, 2022-02-10 16:47:40.741
13,30,19.4,682,1000,100,38,650, 2022-02-10 16:47:45.129
14,30,19.4,682,1000,100,38,650, 2022-02-10 16:47:46.847
15,30,19.4,682,1000,100,38,650, 2022-02-10 16:47:49.769
16,30,19.4,682,1000,100,38,650, 2022-02-10 16:47:53.057
17,30,19.4,682,1000,100,38,650, 2022-02-10 16:47:54.781
18,30,19.4,682,1000,100,38,650, 2022-02-10 16:47:56.519
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 16:48:17.133
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 16:48:19.745
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 16:48:23.175
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 16:48:25.831
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 16:48:29.279
24,250,241.2,1678,1000,100,82,1154, 2022-02-10 16:48:32.079
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 16:48:38.535
26,250,241.2,1678,1000,100,82,1154, 2022-02-10 16:48:41.125
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 16:48:44.589
28,250,241.2,1679,1000,100,82,1154, 2022-02-10 16:48:47.245
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 16:48:50.703
30,250,241.2,1680,1000,100,82,1154, 2022-02-10 16:48:53.335
31,30,19.4,682,1000,100,38,650, 2022-02-10 16:48:57.607
32,30,19.4,682,1000,100,38,650, 2022-02-10 16:48:59.113
33,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:02.202
34,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:03.966
35,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:07.478
36,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:09.208
37,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:10.942
38,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:13.952
39,30,19.4,682,1000,100,38,650, 2022-02-10 16:49:15.390
1,250,241.1,1661,1000,100,82,1154, 2022-02-10 17:08:39.246
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 17:08:42.444
3,250,241.1,1667,1000,100,82,1153, 2022-02-10 17:08:45.202
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 17:08:48.534
5,250,241.1,1671,1000,100,82,1154, 2022-02-10 17:08:51.310
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 17:08:54.574
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 17:09:00.382
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 17:09:03.618
9,250,241.1,1675,1000,100,82,1154, 2022-02-10 17:09:06.424
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 17:09:09.664
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 17:09:12.412
12,250,241.2,1699,1000,100,83,1670, 2022-02-10 17:09:15.678
13,30,19.4,682,1000,100,38,650, 2022-02-10 17:09:20.226
14,30,19.4,682,1000,100,38,650, 2022-02-10 17:09:21.930
15,30,19.4,682,1000,100,38,650, 2022-02-10 17:09:24.866
16,30,19.4,682,1000,100,38,650, 2022-02-10 17:09:28.288
17,30,19.4,682,1000,100,38,650, 2022-02-10 17:09:30.042
18,30,19.4,682,1000,100,38,650, 2022-02-10 17:09:31.720
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 17:09:52.204
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 17:09:54.842
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 17:09:58.238
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 17:10:00.834
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 17:10:04.280
24,250,241.2,1678,1000,100,82,1154, 2022-02-10 17:10:06.924
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 17:10:13.341
26,250,241.2,1678,1000,100,82,1154, 2022-02-10 17:10:15.957
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 17:10:19.499
28,250,241.2,1679,1000,100,82,1154, 2022-02-10 17:10:22.169
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 17:10:25.725
30,250,241.2,1680,1000,100,82,1154, 2022-02-10 17:10:28.369
31,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:32.803
32,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:34.297
33,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:37.397
34,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:39.181
35,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:42.699
36,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:44.399
37,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:46.153
38,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:49.117
39,30,19.4,682,1000,100,38,650, 2022-02-10 17:10:50.617
1,250,241.1,1666,1000,100,82,1154, 2022-02-10 17:11:37.677
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 17:11:40.959
3,250,241.1,1674,1000,100,82,1153, 2022-02-10 17:11:43.803
4,250,241.2,1697,1000,100,83,1670, 2022-02-10 17:11:47.053
5,250,241.1,1677,1000,100,82,1154, 2022-02-10 17:11:49.871
6,250,241.2,1699,1000,100,83,1670, 2022-02-10 17:11:53.131
7,250,241.1,1674,1000,100,82,1153, 2022-02-10 17:11:58.857
8,250,241.2,1699,1000,100,83,1670, 2022-02-10 17:12:02.255
9,250,241.1,1678,1000,100,82,1154, 2022-02-10 17:12:05.077
10,250,241.2,1702,1000,100,83,1670, 2022-02-10 17:12:08.323
11,250,241.1,1680,1000,100,82,1154, 2022-02-10 17:12:11.073
12,250,241.2,1703,1000,100,83,1670, 2022-02-10 17:12:14.485
13,30,19.4,683,1000,100,38,650, 2022-02-10 17:12:19.015
14,30,19.4,682,1000,100,38,650, 2022-02-10 17:12:20.735
15,30,19.4,683,1000,100,38,650, 2022-02-10 17:12:23.655
16,30,19.4,683,1000,100,38,650, 2022-02-10 17:12:26.967
17,30,19.4,682,1000,100,38,650, 2022-02-10 17:12:28.739
18,30,19.4,682,1000,100,38,650, 2022-02-10 17:12:30.413
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 17:12:51.695
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 17:12:54.305
21,250,241.1,1698,1000,100,83,1670, 2022-02-10 17:12:57.737
22,250,241.2,1678,1000,100,82,1154, 2022-02-10 17:13:00.329
23,250,241.1,1700,1000,100,83,1670, 2022-02-10 17:13:03.753
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 17:13:06.447
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 17:13:12.829
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 17:13:15.407
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 17:13:18.877
28,250,241.2,1682,1000,100,82,1154, 2022-02-10 17:13:21.541
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 17:13:24.993
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 17:13:27.729
31,30,19.4,683,1000,100,38,650, 2022-02-10 17:13:32.067
32,30,19.4,683,1000,100,38,650, 2022-02-10 17:13:33.733
33,30,19.4,683,1000,100,38,650, 2022-02-10 17:13:36.805
34,30,19.4,683,1000,100,38,650, 2022-02-10 17:13:38.571
35,30,19.4,683,1000,100,38,650, 2022-02-10 17:13:42.115
36,30,19.4,682,1000,100,38,650, 2022-02-10 17:13:43.797
37,30,19.4,682,1000,100,38,650, 2022-02-10 17:13:45.547
38,30,19.4,683,1000,100,38,650, 2022-02-10 17:13:48.507
39,30,19.4,682,1000,100,38,650, 2022-02-10 17:13:50.029
