 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
1,250,241.1,1662,1000,100,82,1154, 2022-02-10 09:02:48.515
2,250,241.2,1688,1000,100,83,1670, 2022-02-10 09:02:51.894
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 09:02:54.740
4,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:02:57.948
5,250,241.1,1673,1000,100,82,1154, 2022-02-10 09:03:00.734
6,250,241.2,1697,1000,100,83,1670, 2022-02-10 09:03:03.988
7,250,241.1,1671,1000,100,82,1153, 2022-02-10 09:03:09.712
8,250,241.2,1697,1000,100,83,1670, 2022-02-10 09:03:13.026
9,250,241.1,1675,1000,100,82,1154, 2022-02-10 09:03:15.836
10,250,241.2,1699,1000,100,83,1670, 2022-02-10 09:03:19.088
11,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:03:21.914
12,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:03:25.296
13,30,19.4,682,1000,100,38,650, 2022-02-10 09:03:29.824
14,30,19.4,682,1000,100,38,650, 2022-02-10 09:03:31.546
15,30,19.4,682,1000,100,38,650, 2022-02-10 09:03:34.496
16,30,19.4,682,1000,100,38,650, 2022-02-10 09:03:37.870
17,30,19.4,682,1000,100,38,650, 2022-02-10 09:03:39.556
18,30,19.4,682,1000,100,38,650, 2022-02-10 09:03:41.236
19,250,241.1,1692,1000,100,83,1670, 2022-02-10 09:04:01.620
20,250,241.2,1674,1000,100,82,1154, 2022-02-10 09:04:04.234
21,250,241.1,1698,1000,100,83,1670, 2022-02-10 09:04:07.666
22,250,241.2,1678,1000,100,82,1154, 2022-02-10 09:04:10.360
23,250,241.1,1700,1000,100,83,1670, 2022-02-10 09:04:13.816
24,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:04:16.500
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 09:04:22.950
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:04:25.574
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:04:28.998
28,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:04:31.786
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:04:35.350
30,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:04:37.964
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:04:42.402
32,30,19.4,682,1000,100,38,650, 2022-02-10 09:04:43.918
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:04:47.018
34,30,19.4,682,1000,100,38,650, 2022-02-10 09:04:48.782
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:04:52.306
36,30,19.4,682,1000,100,38,650, 2022-02-10 09:04:54.036
37,30,19.4,682,1000,100,38,650, 2022-02-10 09:04:55.736
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:04:58.726
39,30,19.4,682,1000,100,38,650, 2022-02-10 09:05:00.222
1,250,241.1,1666,1000,100,82,1154, 2022-02-10 09:05:48.104
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:05:51.492
3,250,241.1,1674,1000,100,82,1153, 2022-02-10 09:05:54.318
4,250,241.2,1698,1000,100,83,1670, 2022-02-10 09:05:57.572
5,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:06:00.304
6,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:06:03.566
7,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:06:09.280
8,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:06:12.474
9,250,241.1,1679,1000,100,82,1154, 2022-02-10 09:06:15.250
10,250,241.2,1703,1000,100,83,1670, 2022-02-10 09:06:18.466
11,250,241.1,1680,1000,100,82,1154, 2022-02-10 09:06:21.336
12,250,241.2,1704,1000,100,83,1670, 2022-02-10 09:06:24.598
13,30,19.4,683,1000,100,38,650, 2022-02-10 09:06:29.152
14,30,19.4,683,1000,100,38,650, 2022-02-10 09:06:30.874
15,30,19.4,683,1000,100,38,650, 2022-02-10 09:06:33.762
16,30,19.4,683,1000,100,38,650, 2022-02-10 09:06:37.112
17,30,19.4,683,1000,100,38,650, 2022-02-10 09:06:38.874
18,30,19.4,682,1000,100,38,650, 2022-02-10 09:06:40.650
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 09:07:01.542
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 09:07:04.262
21,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:07:07.656
22,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:07:10.234
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:07:13.702
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:07:16.348
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:07:22.770
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:07:25.364
27,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:07:28.782
28,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:07:31.452
29,250,241.1,1704,1000,100,83,1670, 2022-02-10 09:07:34.956
30,250,241.2,1684,1000,100,82,1154, 2022-02-10 09:07:37.642
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:42.096
32,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:43.728
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:46.804
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:48.574
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:52.008
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:53.694
37,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:55.452
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:58.448
39,30,19.4,683,1000,100,38,650, 2022-02-10 09:07:59.914
1,250,241.1,1667,1000,100,82,1154, 2022-02-10 09:08:47.068
2,250,241.2,1694,1000,100,83,1670, 2022-02-10 09:08:50.292
3,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:08:53.134
4,250,241.2,1698,1000,100,83,1670, 2022-02-10 09:08:56.476
5,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:08:59.380
6,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:09:02.584
7,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:09:08.480
8,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:09:11.772
9,250,241.1,1679,1000,100,82,1154, 2022-02-10 09:09:14.542
10,250,241.2,1703,1000,100,83,1670, 2022-02-10 09:09:17.876
11,250,241.1,1682,1000,100,82,1154, 2022-02-10 09:09:20.628
12,250,241.2,1704,1000,100,83,1670, 2022-02-10 09:09:23.876
13,30,19.4,683,1000,100,38,650, 2022-02-10 09:09:28.464
14,30,19.4,683,1000,100,38,650, 2022-02-10 09:09:30.156
15,30,19.4,683,1000,100,38,650, 2022-02-10 09:09:33.096
16,30,19.4,683,1000,100,38,650, 2022-02-10 09:09:36.480
17,30,19.4,683,1000,100,38,650, 2022-02-10 09:09:38.234
18,30,19.4,683,1000,100,38,650, 2022-02-10 09:09:39.984
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 09:10:00.533
20,250,241.2,1677,1000,100,82,1154, 2022-02-10 09:10:03.151
21,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:10:06.583
22,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:10:09.227
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:10:12.713
24,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:10:15.345
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:10:21.781
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:10:24.483
27,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:10:27.967
28,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:10:30.629
29,250,241.1,1704,1000,100,83,1670, 2022-02-10 09:10:34.105
30,250,241.2,1684,1000,100,82,1154, 2022-02-10 09:10:36.717
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:41.005
32,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:42.517
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:45.619
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:47.371
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:50.831
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:52.523
37,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:54.271
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:57.231
39,30,19.4,683,1000,100,38,650, 2022-02-10 09:10:58.767
1,250,241.1,1667,1000,100,82,1154, 2022-02-10 09:11:45.787
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:11:49.075
3,250,241.1,1674,1000,100,82,1153, 2022-02-10 09:11:51.801
4,250,241.2,1698,1000,100,83,1670, 2022-02-10 09:11:55.055
5,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:11:57.835
6,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:12:01.203
7,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:12:06.965
8,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:12:10.295
9,250,241.1,1680,1000,100,82,1154, 2022-02-10 09:12:13.107
10,250,241.2,1703,1000,100,83,1670, 2022-02-10 09:12:16.365
11,250,241.1,1682,1000,100,82,1154, 2022-02-10 09:12:19.115
12,250,241.2,1704,1000,100,83,1670, 2022-02-10 09:12:22.403
13,30,19.4,683,1000,100,38,650, 2022-02-10 09:12:26.845
14,30,19.4,683,1000,100,38,650, 2022-02-10 09:12:28.559
15,30,19.4,683,1000,100,38,650, 2022-02-10 09:12:31.475
16,30,19.4,683,1000,100,38,650, 2022-02-10 09:12:34.801
17,30,19.4,683,1000,100,38,650, 2022-02-10 09:12:36.549
18,30,19.4,683,1000,100,38,650, 2022-02-10 09:12:38.241
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 09:12:58.871
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 09:13:01.635
21,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:13:05.067
22,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:13:07.651
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:13:11.095
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:13:13.799
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:13:20.265
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:13:22.837
27,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:13:26.293
28,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:13:28.963
29,250,241.1,1704,1000,100,83,1670, 2022-02-10 09:13:32.443
30,250,241.2,1684,1000,100,82,1154, 2022-02-10 09:13:35.041
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:39.415
32,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:40.935
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:44.013
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:45.757
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:49.225
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:50.967
37,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:52.731
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:55.683
39,30,19.4,683,1000,100,38,650, 2022-02-10 09:13:57.229
1,250,241.1,1666,1000,100,82,1154, 2022-02-10 09:15:10.999
2,250,241.2,1692,1000,100,83,1670, 2022-02-10 09:15:14.271
3,250,241.1,1673,1000,100,82,1153, 2022-02-10 09:15:17.107
4,250,241.2,1697,1000,100,83,1670, 2022-02-10 09:15:20.369
5,250,241.1,1677,1000,100,82,1154, 2022-02-10 09:15:23.107
6,250,241.2,1699,1000,100,83,1670, 2022-02-10 09:15:26.367
7,250,241.1,1674,1000,100,82,1153, 2022-02-10 09:15:32.091
8,250,241.2,1699,1000,100,83,1670, 2022-02-10 09:15:35.385
9,250,241.1,1679,1000,100,82,1154, 2022-02-10 09:15:38.103
10,250,241.2,1702,1000,100,83,1670, 2022-02-10 09:15:41.399
11,250,241.1,1680,1000,100,82,1154, 2022-02-10 09:15:44.185
12,250,241.2,1703,1000,100,83,1670, 2022-02-10 09:15:47.473
13,30,19.4,683,1000,100,38,650, 2022-02-10 09:15:51.959
14,30,19.4,683,1000,100,38,650, 2022-02-10 09:15:53.639
15,30,19.4,683,1000,100,38,650, 2022-02-10 09:15:56.585
16,30,19.4,683,1000,100,38,650, 2022-02-10 09:16:00.001
17,30,19.4,683,1000,100,38,650, 2022-02-10 09:16:01.743
18,30,19.4,683,1000,100,38,650, 2022-02-10 09:16:03.425
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 09:16:23.891
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 09:16:26.583
21,250,241.1,1698,1000,100,83,1670, 2022-02-10 09:16:30.095
22,250,241.2,1678,1000,100,82,1154, 2022-02-10 09:16:32.763
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:16:36.177
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:16:38.845
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:16:45.271
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:16:47.887
27,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:16:51.389
28,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:16:54.051
29,250,241.1,1704,1000,100,83,1670, 2022-02-10 09:16:57.505
30,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:17:00.168
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:04.704
32,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:06.224
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:09.328
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:11.056
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:14.516
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:16.200
37,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:17.936
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:20.940
39,30,19.4,683,1000,100,38,650, 2022-02-10 09:17:22.440
1,250,241.1,1667,1000,100,82,1154, 2022-02-10 09:18:09.652
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:18:12.978
3,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:18:15.722
4,250,241.2,1698,1000,100,83,1670, 2022-02-10 09:18:18.946
5,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:18:21.700
6,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:18:25.068
7,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:18:30.766
8,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:18:34.008
9,250,241.1,1679,1000,100,82,1154, 2022-02-10 09:18:36.810
10,250,241.2,1703,1000,100,83,1670, 2022-02-10 09:18:40.086
11,250,241.1,1682,1000,100,82,1154, 2022-02-10 09:18:42.954
12,250,241.2,1704,1000,100,83,1670, 2022-02-10 09:18:46.204
13,30,19.4,683,1000,100,38,650, 2022-02-10 09:18:50.726
14,30,19.4,683,1000,100,38,650, 2022-02-10 09:18:52.456
15,30,19.4,683,1000,100,38,650, 2022-02-10 09:18:55.366
16,30,19.4,683,1000,100,38,650, 2022-02-10 09:18:58.666
17,30,19.4,683,1000,100,38,650, 2022-02-10 09:19:00.332
18,30,19.4,683,1000,100,38,650, 2022-02-10 09:19:02.044
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 09:19:23.216
20,250,241.2,1677,1000,100,82,1154, 2022-02-10 09:19:25.904
21,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:19:29.364
22,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:19:32.052
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:19:35.478
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:19:38.146
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:19:44.548
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:19:47.184
27,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:19:50.632
28,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:19:53.242
29,250,241.1,1704,1000,100,83,1670, 2022-02-10 09:19:56.710
30,250,241.2,1684,1000,100,82,1154, 2022-02-10 09:19:59.352
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:03.818
32,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:05.332
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:08.426
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:10.158
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:13.612
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:15.308
37,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:17.034
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:20.018
39,30,19.4,683,1000,100,38,650, 2022-02-10 09:20:21.508
1,250,241.1,1662,1000,100,82,1154, 2022-02-10 09:27:26.935
2,250,241.2,1688,1000,100,83,1670, 2022-02-10 09:27:30.169
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 09:27:33.009
4,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:27:36.397
5,250,241.1,1673,1000,100,82,1154, 2022-02-10 09:27:39.215
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 09:27:42.445
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 09:27:48.263
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 09:27:51.469
9,250,241.1,1677,1000,100,82,1154, 2022-02-10 09:27:54.187
10,250,241.2,1699,1000,100,83,1670, 2022-02-10 09:27:57.471
11,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:28:00.299
12,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:28:03.563
13,30,19.4,682,1000,100,38,650, 2022-02-10 09:28:08.149
14,30,19.4,682,1000,100,38,650, 2022-02-10 09:28:09.853
15,30,19.4,682,1000,100,38,650, 2022-02-10 09:28:12.747
16,30,19.4,682,1000,100,38,650, 2022-02-10 09:28:16.051
17,30,19.4,682,1000,100,38,650, 2022-02-10 09:28:17.729
18,30,19.4,682,1000,100,38,650, 2022-02-10 09:28:19.431
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 09:28:40.075
20,250,241.2,1674,1000,100,82,1154, 2022-02-10 09:28:42.711
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 09:28:46.159
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 09:28:48.761
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:28:52.187
24,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:28:54.907
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 09:29:01.321
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:29:03.957
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:29:07.385
28,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:29:10.063
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:29:13.529
30,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:29:16.171
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:29:20.583
32,30,19.4,682,1000,100,38,650, 2022-02-10 09:29:22.223
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:29:25.305
34,30,19.4,682,1000,100,38,650, 2022-02-10 09:29:27.029
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:29:30.511
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:29:32.225
37,30,19.4,682,1000,100,38,650, 2022-02-10 09:29:33.919
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:29:36.935
39,30,19.4,682,1000,100,38,650, 2022-02-10 09:29:38.439
1,250,241.1,1667,1000,100,82,1154, 2022-02-10 09:30:26.855
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:30:30.091
3,250,241.1,1674,1000,100,82,1153, 2022-02-10 09:30:32.927
4,250,241.2,1698,1000,100,83,1670, 2022-02-10 09:30:36.153
5,250,241.1,1677,1000,100,82,1154, 2022-02-10 09:30:38.897
6,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:30:42.135
7,250,241.1,1675,1000,100,82,1153, 2022-02-10 09:30:47.863
8,250,241.2,1699,1000,100,83,1670, 2022-02-10 09:30:51.173
9,250,241.1,1679,1000,100,82,1154, 2022-02-10 09:30:53.969
10,250,241.2,1702,1000,100,83,1670, 2022-02-10 09:30:57.403
11,250,241.1,1680,1000,100,82,1154, 2022-02-10 09:31:00.193
12,250,241.2,1704,1000,100,83,1670, 2022-02-10 09:31:03.423
13,30,19.4,683,1000,100,38,650, 2022-02-10 09:31:07.938
14,30,19.4,683,1000,100,38,650, 2022-02-10 09:31:09.628
15,30,19.4,683,1000,100,38,650, 2022-02-10 09:31:12.572
16,30,19.4,683,1000,100,38,650, 2022-02-10 09:31:15.964
17,30,19.4,683,1000,100,38,650, 2022-02-10 09:31:17.716
18,30,19.4,683,1000,100,38,650, 2022-02-10 09:31:19.440
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 09:31:40.248
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 09:31:42.978
21,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:31:46.450
22,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:31:49.020
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:31:52.472
24,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:31:55.118
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:32:01.668
26,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:32:04.442
27,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:32:07.886
28,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:32:10.650
29,250,241.1,1704,1000,100,83,1670, 2022-02-10 09:32:14.100
30,250,241.2,1683,1000,100,82,1154, 2022-02-10 09:32:16.776
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:21.206
32,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:22.720
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:25.790
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:27.578
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:31.088
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:32.804
37,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:34.520
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:37.526
39,30,19.4,683,1000,100,38,650, 2022-02-10 09:32:39.026
1,250,241.1,1662,1000,100,82,1154, 2022-02-10 09:38:38.479
2,250,241.2,1688,1000,100,83,1670, 2022-02-10 09:38:41.739
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 09:38:44.493
4,250,241.2,1693,1000,100,83,1670, 2022-02-10 09:38:47.749
5,250,241.1,1673,1000,100,82,1154, 2022-02-10 09:38:50.505
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 09:38:53.765
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 09:38:59.537
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 09:39:02.765
9,250,241.1,1675,1000,100,82,1154, 2022-02-10 09:39:05.647
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 09:39:08.851
11,250,241.1,1678,1000,100,82,1154, 2022-02-10 09:39:11.575
12,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:39:14.845
13,30,19.4,682,1000,100,38,650, 2022-02-10 09:39:19.327
14,30,19.4,682,1000,100,38,650, 2022-02-10 09:39:21.029
15,30,19.4,682,1000,100,38,650, 2022-02-10 09:39:23.979
16,30,19.4,682,1000,100,38,650, 2022-02-10 09:39:27.391
17,30,19.4,682,1000,100,38,650, 2022-02-10 09:39:29.111
18,30,19.4,682,1000,100,38,650, 2022-02-10 09:39:30.799
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 09:39:51.633
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 09:39:54.349
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 09:39:57.719
22,250,241.2,1678,1000,100,82,1154, 2022-02-10 09:40:00.333
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:40:03.783
24,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:40:06.437
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 09:40:12.815
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:40:15.423
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:40:18.875
28,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:40:21.527
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:40:25.047
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:40:27.633
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:40:32.099
32,30,19.4,682,1000,100,38,650, 2022-02-10 09:40:33.597
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:40:36.685
34,30,19.4,683,1000,100,38,650, 2022-02-10 09:40:38.479
35,30,19.4,683,1000,100,38,650, 2022-02-10 09:40:42.017
36,30,19.4,683,1000,100,38,650, 2022-02-10 09:40:43.745
37,30,19.4,682,1000,100,38,650, 2022-02-10 09:40:45.425
38,30,19.4,683,1000,100,38,650, 2022-02-10 09:40:48.437
39,30,19.4,682,1000,100,38,650, 2022-02-10 09:40:49.899
1,250,241.1,1662,1000,100,82,1154, 2022-02-10 09:49:02.870
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 09:49:06.252
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 09:49:09.114
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 09:49:12.440
5,250,241.1,1673,1000,100,82,1154, 2022-02-10 09:49:15.182
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 09:49:18.444
7,250,241.1,1671,1000,100,82,1153, 2022-02-10 09:49:24.150
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 09:49:27.380
9,250,241.1,1675,1000,100,82,1154, 2022-02-10 09:49:30.214
10,250,241.2,1699,1000,100,83,1670, 2022-02-10 09:49:33.454
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 09:49:36.332
12,250,241.2,1700,1000,100,83,1670, 2022-02-10 09:49:39.644
13,30,19.4,682,1000,100,38,650, 2022-02-10 09:49:44.208
14,30,19.4,682,1000,100,38,650, 2022-02-10 09:49:45.936
15,30,19.4,682,1000,100,38,650, 2022-02-10 09:49:48.872
16,30,19.4,682,1000,100,38,650, 2022-02-10 09:49:52.270
17,30,19.4,682,1000,100,38,650, 2022-02-10 09:49:54.032
18,30,19.4,682,1000,100,38,650, 2022-02-10 09:49:55.756
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 09:50:16.826
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 09:50:19.570
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 09:50:23.058
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 09:50:25.638
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 09:50:29.082
24,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:50:31.730
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 09:50:38.220
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 09:50:40.934
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 09:50:44.374
28,250,241.2,1680,1000,100,82,1154, 2022-02-10 09:50:47.054
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 09:50:50.502
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 09:50:53.140
31,30,19.4,683,1000,100,38,650, 2022-02-10 09:50:57.586
32,30,19.4,682,1000,100,38,650, 2022-02-10 09:50:59.054
33,30,19.4,683,1000,100,38,650, 2022-02-10 09:51:02.072
