 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
33,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:33.214
34,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:34.988
35,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:38.446
36,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:40.150
37,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:41.892
38,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:44.946
39,30,19.4,682,1000,100,38,650, 2022-08-03 10:01:46.430
1,250,241.1,1665,1000,100,82,1154, 2022-08-03 10:02:33.212
2,250,241.2,1692,1000,100,83,1670, 2022-08-03 10:02:36.516
3,250,241.1,1671,1000,100,82,1153, 2022-08-03 10:02:39.388
4,250,241.2,1695,1000,100,83,1670, 2022-08-03 10:02:42.782
5,250,241.1,1675,1000,100,82,1154, 2022-08-03 10:02:45.528
6,250,241.2,1698,1000,100,83,1670, 2022-08-03 10:02:48.740
7,250,241.1,1673,1000,100,82,1153, 2022-08-03 10:02:54.570
8,250,241.2,1698,1000,100,83,1670, 2022-08-03 10:02:57.922
9,250,241.1,1677,1000,100,82,1154, 2022-08-03 10:03:00.742
10,250,241.2,1700,1000,100,83,1670, 2022-08-03 10:03:03.990
11,250,241.1,1678,1000,100,82,1154, 2022-08-03 10:03:06.832
12,250,241.2,1702,1000,100,83,1670, 2022-08-03 10:03:10.084
13,30,19.4,682,1000,100,38,650, 2022-08-03 10:03:14.546
14,30,19.4,682,1000,100,35,650, 2022-08-03 10:03:16.248
15,30,19.4,682,1000,100,38,650, 2022-08-03 10:03:19.178
16,30,19.4,682,1000,100,38,650, 2022-08-03 10:03:22.610
17,30,19.4,682,1000,100,38,650, 2022-08-03 10:03:24.372
18,30,19.4,682,1000,100,38,650, 2022-08-03 10:03:26.034
19,250,241.1,1690,1000,100,83,1670, 2022-08-03 10:03:47.056
20,250,241.2,1673,1000,100,82,1154, 2022-08-03 10:03:49.750
21,250,241.1,1697,1000,100,83,1670, 2022-08-03 10:03:53.168
22,250,241.2,1677,1000,100,82,1154, 2022-08-03 10:03:55.798
23,250,241.1,1699,1000,100,83,1670, 2022-08-03 10:03:59.286
24,250,241.2,1678,1000,100,82,1154, 2022-08-03 10:04:01.878
25,250,241.1,1697,1000,100,83,1670, 2022-08-03 10:04:08.454
26,250,241.2,1677,1000,100,82,1154, 2022-08-03 10:04:11.214
27,250,241.1,1700,1000,100,83,1670, 2022-08-03 10:04:14.702
28,250,241.2,1679,1000,100,82,1154, 2022-08-03 10:04:17.358
29,250,241.1,1702,1000,100,83,1670, 2022-08-03 10:04:20.814
30,250,241.2,1680,1000,100,82,1154, 2022-08-03 10:04:23.460
31,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:27.668
32,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:29.184
33,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:32.226
34,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:33.982
35,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:37.506
36,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:39.228
37,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:40.952
38,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:43.984
39,30,19.4,682,1000,100,38,650, 2022-08-03 10:04:45.566
1,250,241.1,1660,1000,100,82,1154, 2022-08-03 10:10:47.157
2,250,241.2,1685,1000,100,83,1670, 2022-08-03 10:10:50.395
3,250,241.1,1667,1000,100,82,1153, 2022-08-03 10:10:53.231
4,250,241.2,1690,1000,100,83,1670, 2022-08-03 10:10:56.491
5,250,241.1,1670,1000,100,82,1154, 2022-08-03 10:10:59.369
6,250,241.2,1694,1000,100,83,1670, 2022-08-03 10:11:02.561
7,250,241.1,1669,1000,100,82,1153, 2022-08-03 10:11:08.449
8,250,241.2,1693,1000,100,83,1670, 2022-08-03 10:11:11.791
9,250,241.1,1673,1000,100,82,1154, 2022-08-03 10:11:14.635
10,250,241.2,1697,1000,100,83,1670, 2022-08-03 10:11:17.899
11,250,241.1,1675,1000,100,82,1154, 2022-08-03 10:11:20.729
12,250,241.2,1698,1000,100,83,1670, 2022-08-03 10:11:24.005
13,30,19.4,682,1000,100,38,650, 2022-08-03 10:11:28.463
14,30,19.4,632,1000,100,35,650, 2022-08-03 10:11:30.155
15,30,19.4,682,1000,100,38,650, 2022-08-03 10:11:33.073
16,30,19.4,682,1000,100,38,650, 2022-08-03 10:11:36.415
17,30,19.4,680,1000,100,38,650, 2022-08-03 10:11:38.161
18,30,19.4,680,1000,100,38,650, 2022-08-03 10:11:39.843
19,250,241.1,1689,1000,100,83,1670, 2022-08-03 10:12:01.245
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 10:12:03.939
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 10:12:07.347
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 10:12:09.971
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 10:12:13.399
24,250,241.2,1677,1000,100,82,1154, 2022-08-03 10:12:16.039
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 10:12:22.641
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:12:25.415
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 10:12:28.867
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 10:12:31.461
29,250,241.1,1700,1000,100,83,1670, 2022-08-03 10:12:34.965
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 10:12:37.593
31,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:42.015
32,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:43.581
33,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:46.725
34,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:48.475
35,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:51.903
36,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:53.645
37,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:55.359
38,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:58.321
39,30,19.4,682,1000,100,38,650, 2022-08-03 10:12:59.843
1,250,241.1,1660,1000,100,82,1154, 2022-08-03 10:24:18.393
2,250,241.2,1685,1000,100,83,1670, 2022-08-03 10:24:21.693
3,250,241.1,1666,1000,100,82,1153, 2022-08-03 10:24:24.507
4,250,241.2,1690,1000,100,83,1670, 2022-08-03 10:24:27.773
5,250,241.1,1670,1000,100,82,1154, 2022-08-03 10:24:30.529
6,250,241.2,1693,1000,100,83,1670, 2022-08-03 10:24:33.755
7,250,241.1,1669,1000,100,82,1153, 2022-08-03 10:24:39.443
8,250,241.2,1693,1000,100,83,1670, 2022-08-03 10:24:42.807
9,250,241.1,1673,1000,100,82,1154, 2022-08-03 10:24:45.653
10,250,241.2,1695,1000,100,83,1670, 2022-08-03 10:24:48.855
11,250,241.1,1675,1000,100,82,1154, 2022-08-03 10:24:51.611
12,250,241.2,1698,1000,100,83,1670, 2022-08-03 10:24:54.873
13,30,19.4,682,1000,100,38,650, 2022-08-03 10:24:59.321
14,30,19.4,630,1000,100,35,650, 2022-08-03 10:25:01.059
15,30,19.4,680,1000,100,38,650, 2022-08-03 10:25:03.963
16,30,19.4,680,1000,100,38,650, 2022-08-03 10:25:07.277
17,30,19.4,680,1000,100,38,650, 2022-08-03 10:25:08.953
18,30,19.4,680,1000,100,38,650, 2022-08-03 10:25:10.615
19,250,241.1,1688,1000,100,83,1670, 2022-08-03 10:25:31.815
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 10:25:34.507
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 10:25:37.981
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 10:25:40.653
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 10:25:44.095
24,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:25:46.747
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 10:25:53.365
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:25:56.235
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 10:25:59.689
28,250,241.2,1677,1000,100,82,1154, 2022-08-03 10:26:02.499
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 10:26:06.005
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 10:26:08.627
31,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:12.983
32,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:14.443
33,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:17.507
34,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:19.241
35,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:22.737
36,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:24.445
37,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:26.157
38,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:29.137
39,30,19.4,682,1000,100,38,650, 2022-08-03 10:26:30.657
1,250,241.1,1660,1000,100,82,1154, 2022-08-03 10:52:28.469
2,250,241.2,1685,1000,100,83,1670, 2022-08-03 10:52:31.727
3,250,241.1,1666,1000,100,82,1153, 2022-08-03 10:52:34.447
4,250,241.2,1690,1000,100,83,1670, 2022-08-03 10:52:37.685
5,250,241.1,1669,1000,100,82,1154, 2022-08-03 10:52:40.531
6,250,241.2,1693,1000,100,83,1670, 2022-08-03 10:52:43.761
7,250,241.1,1669,1000,100,82,1153, 2022-08-03 10:52:49.575
8,250,241.2,1693,1000,100,83,1670, 2022-08-03 10:52:52.979
9,250,241.1,1671,1000,100,82,1154, 2022-08-03 10:52:55.801
10,250,241.2,1695,1000,100,83,1670, 2022-08-03 10:52:59.043
11,250,241.1,1674,1000,100,82,1154, 2022-08-03 10:53:01.835
12,250,241.2,1697,1000,100,83,1670, 2022-08-03 10:53:05.055
13,30,19.4,680,1000,100,38,650, 2022-08-03 10:53:09.553
14,30,19.4,630,1000,100,35,650, 2022-08-03 10:53:11.253
15,30,19.4,680,1000,100,38,650, 2022-08-03 10:53:14.183
16,30,19.4,680,1000,100,38,650, 2022-08-03 10:53:17.603
17,30,19.4,680,1000,100,38,650, 2022-08-03 10:53:19.349
18,30,19.4,680,1000,100,38,650, 2022-08-03 10:53:21.021
19,250,241.1,1688,1000,100,83,1670, 2022-08-03 10:53:41.551
20,250,241.2,1670,1000,100,82,1154, 2022-08-03 10:53:44.203
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 10:53:47.675
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 10:53:50.337
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 10:53:53.787
24,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:53:56.441
25,250,241.1,1694,1000,100,83,1670, 2022-08-03 10:54:02.963
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:54:05.603
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 10:54:09.103
28,250,241.2,1677,1000,100,82,1154, 2022-08-03 10:54:11.729
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 10:54:15.211
30,250,241.2,1678,1000,100,82,1154, 2022-08-03 10:54:17.843
31,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:22.101
32,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:23.613
33,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:26.709
34,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:28.471
35,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:31.963
36,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:33.757
37,30,19.4,680,1000,100,38,650, 2022-08-03 10:54:35.475
38,30,19.4,682,1000,100,38,650, 2022-08-03 10:54:38.507
39,30,19.4,680,1000,100,38,650, 2022-08-03 10:54:40.011
1,250,241.1,1661,1000,100,82,1154, 2022-08-03 10:56:50.183
2,250,241.2,1687,1000,100,83,1670, 2022-08-03 10:56:53.447
3,250,241.1,1669,1000,100,82,1153, 2022-08-03 10:56:56.235
4,250,241.2,1692,1000,100,83,1670, 2022-08-03 10:56:59.487
5,250,241.1,1671,1000,100,82,1154, 2022-08-03 10:57:02.317
6,250,241.2,1694,1000,100,83,1670, 2022-08-03 10:57:05.549
7,250,241.1,1670,1000,100,82,1153, 2022-08-03 10:57:11.375
8,250,241.2,1694,1000,100,83,1670, 2022-08-03 10:57:14.671
9,250,241.1,1674,1000,100,82,1154, 2022-08-03 10:57:17.411
10,250,241.2,1697,1000,100,83,1670, 2022-08-03 10:57:20.675
11,250,241.1,1675,1000,100,82,1154, 2022-08-03 10:57:23.519
12,250,241.2,1698,1000,100,83,1670, 2022-08-03 10:57:26.769
13,30,19.4,682,1000,100,38,650, 2022-08-03 10:57:31.321
14,30,19.4,630,1000,100,35,650, 2022-08-03 10:57:33.035
15,30,19.4,682,1000,100,38,650, 2022-08-03 10:57:35.964
16,30,19.4,682,1000,100,38,650, 2022-08-03 10:57:39.372
17,30,19.4,682,1000,100,38,650, 2022-08-03 10:57:41.114
18,30,19.4,680,1000,100,38,650, 2022-08-03 10:57:42.814
19,250,241.1,1689,1000,100,83,1670, 2022-08-03 10:58:03.900
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 10:58:06.552
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 10:58:10.064
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 10:58:12.752
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 10:58:16.266
24,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:58:19.050
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 10:58:25.722
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 10:58:28.322
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 10:58:31.764
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 10:58:34.426
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 10:58:37.944
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 10:58:40.496
31,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:44.806
32,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:46.408
33,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:49.494
34,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:51.254
35,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:54.798
36,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:56.526
37,30,19.4,682,1000,100,38,650, 2022-08-03 10:58:58.214
38,30,19.4,682,1000,100,38,650, 2022-08-03 10:59:01.246
39,30,19.4,682,1000,100,38,650, 2022-08-03 10:59:02.694
1,250,241.1,1665,1000,100,82,1154, 2022-08-03 10:59:49.232
2,250,241.2,1690,1000,100,83,1670, 2022-08-03 10:59:52.474
3,250,241.1,1671,1000,100,82,1153, 2022-08-03 10:59:55.302
4,250,241.2,1695,1000,100,83,1670, 2022-08-03 10:59:58.688
5,250,241.1,1674,1000,100,82,1154, 2022-08-03 11:00:01.538
6,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:00:04.766
7,250,241.1,1673,1000,100,82,1153, 2022-08-03 11:00:10.576
8,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:00:13.862
9,250,241.1,1677,1000,100,82,1154, 2022-08-03 11:00:16.618
10,250,241.2,1699,1000,100,83,1670, 2022-08-03 11:00:19.930
11,250,241.1,1678,1000,100,82,1154, 2022-08-03 11:00:22.708
12,250,241.2,1700,1000,100,83,1670, 2022-08-03 11:00:25.964
13,30,19.4,682,1000,100,38,650, 2022-08-03 11:00:30.424
14,30,19.4,632,1000,100,35,650, 2022-08-03 11:00:32.164
15,30,19.4,682,1000,100,38,650, 2022-08-03 11:00:35.148
16,30,19.4,682,1000,100,38,650, 2022-08-03 11:00:38.472
17,30,19.4,682,1000,100,38,650, 2022-08-03 11:00:40.232
18,30,19.4,682,1000,100,38,650, 2022-08-03 11:00:41.920
19,250,241.1,1690,1000,100,83,1670, 2022-08-03 11:01:02.620
20,250,241.2,1673,1000,100,82,1154, 2022-08-03 11:01:05.260
21,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:01:08.764
22,250,241.2,1675,1000,100,82,1154, 2022-08-03 11:01:11.442
23,250,241.1,1698,1000,100,83,1670, 2022-08-03 11:01:14.830
24,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:01:17.446
25,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:01:23.904
26,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:01:26.546
27,250,241.1,1700,1000,100,83,1670, 2022-08-03 11:01:29.970
28,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:01:32.746
29,250,241.1,1700,1000,100,83,1670, 2022-08-03 11:01:36.268
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:01:39.030
31,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:43.388
32,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:44.912
33,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:47.966
34,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:49.744
35,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:53.232
36,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:54.910
37,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:56.644
38,30,19.4,682,1000,100,38,650, 2022-08-03 11:01:59.626
39,30,19.4,682,1000,100,38,650, 2022-08-03 11:02:01.110
1,250,241.1,1663,1000,100,82,1154, 2022-08-03 11:02:58.376
2,250,241.2,1690,1000,100,83,1670, 2022-08-03 11:03:01.666
3,250,241.1,1671,1000,100,82,1153, 2022-08-03 11:03:04.422
4,250,241.2,1695,1000,100,83,1670, 2022-08-03 11:03:07.678
5,250,241.1,1674,1000,100,82,1154, 2022-08-03 11:03:10.522
6,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:03:13.800
7,250,241.1,1671,1000,100,82,1153, 2022-08-03 11:03:19.690
8,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:03:22.966
9,250,241.1,1675,1000,100,82,1154, 2022-08-03 11:03:25.800
10,250,241.2,1699,1000,100,83,1670, 2022-08-03 11:03:29.050
11,250,241.1,1678,1000,100,82,1154, 2022-08-03 11:03:31.916
12,250,241.2,1700,1000,100,83,1670, 2022-08-03 11:03:35.140
13,30,19.4,682,1000,100,38,650, 2022-08-03 11:03:39.626
14,30,19.4,632,1000,100,35,650, 2022-08-03 11:03:41.320
15,30,19.4,682,1000,100,38,650, 2022-08-03 11:03:44.246
16,30,19.4,682,1000,100,38,650, 2022-08-03 11:03:47.562
17,30,19.4,682,1000,100,38,650, 2022-08-03 11:03:49.340
18,30,19.4,682,1000,100,38,650, 2022-08-03 11:03:51.010
19,250,241.1,1690,1000,100,83,1670, 2022-08-03 11:04:11.756
20,250,241.2,1673,1000,100,82,1154, 2022-08-03 11:04:14.348
21,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:04:17.776
22,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:04:20.430
23,250,241.1,1698,1000,100,83,1670, 2022-08-03 11:04:23.866
24,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:04:26.508
25,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:04:32.930
26,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:04:35.654
27,250,241.1,1699,1000,100,83,1670, 2022-08-03 11:04:39.059
28,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:04:41.741
29,250,241.1,1702,1000,100,83,1670, 2022-08-03 11:04:45.221
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:04:47.803
31,30,19.4,682,1000,100,38,650, 2022-08-03 11:04:52.057
32,30,19.4,682,1000,100,38,650, 2022-08-03 11:04:53.601
33,30,19.4,682,1000,100,38,650, 2022-08-03 11:04:56.675
34,30,19.4,682,1000,100,38,650, 2022-08-03 11:04:58.469
35,30,19.4,682,1000,100,38,650, 2022-08-03 11:05:02.013
36,30,19.4,682,1000,100,38,650, 2022-08-03 11:05:03.709
37,30,19.4,682,1000,100,38,650, 2022-08-03 11:05:05.423
38,30,19.4,682,1000,100,38,650, 2022-08-03 11:05:08.383
39,30,19.4,682,1000,100,38,650, 2022-08-03 11:05:09.935
1,250,241.1,1660,1000,100,82,1154, 2022-08-03 11:08:50.777
2,250,241.2,1685,1000,100,83,1670, 2022-08-03 11:08:54.067
3,250,241.1,1667,1000,100,82,1153, 2022-08-03 11:08:56.899
4,250,241.2,1690,1000,100,83,1670, 2022-08-03 11:09:00.141
5,250,241.1,1670,1000,100,82,1154, 2022-08-03 11:09:02.901
6,250,241.2,1694,1000,100,83,1670, 2022-08-03 11:09:06.163
7,250,241.1,1669,1000,100,82,1153, 2022-08-03 11:09:11.887
8,250,241.2,1694,1000,100,83,1670, 2022-08-03 11:09:15.161
9,250,241.1,1673,1000,100,82,1154, 2022-08-03 11:09:17.905
10,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:09:21.149
11,250,241.1,1675,1000,100,82,1154, 2022-08-03 11:09:24.003
12,250,241.2,1698,1000,100,83,1670, 2022-08-03 11:09:27.231
13,30,19.4,682,1000,100,38,650, 2022-08-03 11:09:31.851
14,30,19.4,630,1000,100,35,650, 2022-08-03 11:09:33.549
15,30,19.4,680,1000,100,38,650, 2022-08-03 11:09:36.459
16,30,19.4,680,1000,100,38,650, 2022-08-03 11:09:39.875
17,30,19.4,680,1000,100,38,650, 2022-08-03 11:09:41.651
18,30,19.4,680,1000,100,38,650, 2022-08-03 11:09:43.319
19,250,241.1,1689,1000,100,83,1670, 2022-08-03 11:10:03.923
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 11:10:06.639
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 11:10:10.091
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 11:10:12.757
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:10:16.187
24,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:10:18.873
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 11:10:25.341
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 11:10:27.907
27,250,241.1,1699,1000,100,83,1670, 2022-08-03 11:10:31.373
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:10:34.049
29,250,241.1,1700,1000,100,83,1670, 2022-08-03 11:10:37.543
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:10:40.125
31,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:44.507
32,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:45.993
33,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:49.101
34,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:50.853
35,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:54.405
36,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:56.087
37,30,19.4,682,1000,100,38,650, 2022-08-03 11:10:57.821
38,30,19.4,682,1000,100,38,650, 2022-08-03 11:11:00.799
39,30,19.4,682,1000,100,38,650, 2022-08-03 11:11:02.333
1,250,241.1,1665,1000,100,82,1154, 2022-08-03 11:11:49.750
2,250,241.2,1690,1000,100,83,1670, 2022-08-03 11:11:52.974
3,250,241.1,1671,1000,100,82,1153, 2022-08-03 11:11:55.758
4,250,241.2,1695,1000,100,83,1670, 2022-08-03 11:11:59.144
5,250,241.1,1674,1000,100,82,1154, 2022-08-03 11:12:01.914
6,250,241.2,1698,1000,100,83,1670, 2022-08-03 11:12:05.172
7,250,241.1,1673,1000,100,82,1153, 2022-08-03 11:12:11.060
8,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:12:14.270
9,250,241.1,1675,1000,100,82,1154, 2022-08-03 11:12:17.114
10,250,241.2,1699,1000,100,83,1670, 2022-08-03 11:12:20.478
11,250,241.1,1678,1000,100,82,1154, 2022-08-03 11:12:23.308
12,250,241.2,1700,1000,100,83,1670, 2022-08-03 11:12:26.572
13,30,19.4,682,1000,100,38,650, 2022-08-03 11:12:31.008
14,30,19.4,632,1000,100,35,650, 2022-08-03 11:12:32.702
15,30,19.4,682,1000,100,38,650, 2022-08-03 11:12:35.694
16,30,19.4,682,1000,100,38,650, 2022-08-03 11:12:39.080
17,30,19.4,682,1000,100,38,650, 2022-08-03 11:12:40.862
18,30,19.4,682,1000,100,38,650, 2022-08-03 11:12:42.636
19,250,241.1,1690,1000,100,83,1670, 2022-08-03 11:13:04.024
20,250,241.2,1673,1000,100,82,1154, 2022-08-03 11:13:06.738
21,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:13:10.178
22,250,241.2,1675,1000,100,82,1154, 2022-08-03 11:13:12.848
23,250,241.1,1698,1000,100,83,1670, 2022-08-03 11:13:16.284
24,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:13:18.986
25,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:13:25.394
26,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:13:28.158
27,250,241.1,1700,1000,100,83,1670, 2022-08-03 11:13:31.518
28,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:13:34.146
29,250,241.1,1702,1000,100,83,1670, 2022-08-03 11:13:37.578
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:13:40.316
31,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:44.696
32,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:46.224
33,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:49.248
34,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:50.946
35,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:54.412
36,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:56.096
37,30,19.4,682,1000,100,38,650, 2022-08-03 11:13:57.818
38,30,19.4,682,1000,100,38,650, 2022-08-03 11:14:00.796
39,30,19.4,682,1000,100,38,650, 2022-08-03 11:14:02.278
1,250,241.1,1660,1000,100,82,1154, 2022-08-03 11:17:29.662
2,250,241.2,1685,1000,100,83,1670, 2022-08-03 11:17:33.046
3,250,241.1,1667,1000,100,82,1153, 2022-08-03 11:17:35.794
4,250,241.2,1690,1000,100,83,1670, 2022-08-03 11:17:39.040
5,250,241.1,1670,1000,100,82,1154, 2022-08-03 11:17:41.760
6,250,241.2,1694,1000,100,83,1670, 2022-08-03 11:17:45.200
7,250,241.1,1669,1000,100,82,1153, 2022-08-03 11:17:50.946
8,250,241.2,1694,1000,100,83,1670, 2022-08-03 11:17:54.322
9,250,241.1,1673,1000,100,82,1154, 2022-08-03 11:17:57.076
10,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:18:00.350
11,250,241.1,1674,1000,100,82,1154, 2022-08-03 11:18:03.220
12,250,241.2,1698,1000,100,83,1670, 2022-08-03 11:18:06.546
13,30,19.4,682,1000,100,38,650, 2022-08-03 11:18:11.058
14,30,19.4,630,1000,100,35,650, 2022-08-03 11:18:12.820
15,30,19.4,680,1000,100,38,650, 2022-08-03 11:18:15.748
16,30,19.4,680,1000,100,38,650, 2022-08-03 11:18:19.194
17,30,19.4,680,1000,100,38,650, 2022-08-03 11:18:20.910
18,30,19.4,680,1000,100,38,650, 2022-08-03 11:18:22.652
19,250,241.1,1689,1000,100,83,1670, 2022-08-03 11:18:43.602
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 11:18:46.341
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 11:18:49.779
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 11:18:52.445
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:18:55.855
24,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:18:58.553
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 11:19:05.007
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 11:19:07.755
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 11:19:11.255
